gene,module,cell_type,tissue,regulation
GeneDown156,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown157,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown158,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown159,Common down,Lac,Pituitary,Unchanged
GeneDown160,Common down,Lac,Pituitary,Unchanged
GeneDown161,Common down,Lac,Pituitary,Unchanged
GeneDown162,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown163,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown164,Common down,Lac,Pituitary,Unchanged
GeneDown165,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown166,Common down,Lac,Pituitary,Unchanged
GeneDown167,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown168,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown169,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown170,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown171,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown172,Common down,Lac,Pituitary,Unchanged
GeneDown173,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown174,Common down,Lac,Pituitary,Unchanged
GeneDown175,Common down,Lac,Pituitary,Unchanged
GeneDown176,Common down,Lac,Pituitary,Unchanged
GeneDown177,Common down,Lac,Pituitary,Unchanged
GeneDown178,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown179,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown180,Common down,Lac,Pituitary,Unchanged
GeneDown181,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown182,Common down,Lac,Pituitary,Unchanged
GeneDown183,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown184,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown185,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown186,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown187,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown188,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown189,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown190,Common down,Lac,Pituitary,Unchanged
GeneDown191,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown192,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown193,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown194,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown195,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown196,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown197,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown198,Common down,Lac,Pituitary,Unchanged
GeneDown199,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown200,Common down,Lac,Pituitary,Unchanged
GeneDown201,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown202,Common down,Lac,Pituitary,Unchanged
GeneDown203,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown204,Common down,Lac,Pituitary,Unchanged
GeneDown205,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown206,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown207,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown208,Common down,Lac,Pituitary,Unchanged
GeneDown209,Common down,Lac,Pituitary,Unchanged
GeneDown210,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown211,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown212,Common down,Lac,Pituitary,Unchanged
GeneDown213,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown214,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown215,Common down,Lac,Pituitary,Unchanged
GeneDown216,Common down,Lac,Pituitary,Unchanged
GeneDown217,Common down,Lac,Pituitary,Unchanged
GeneDown218,Common down,Lac,Pituitary,Unchanged
GeneDown219,Common down,Lac,Pituitary,Unchanged
GeneDown220,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown221,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown222,Common down,Lac,Pituitary,Unchanged
GeneDown223,Common down,Lac,Pituitary,Unchanged
GeneDown224,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown225,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown226,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown227,Common down,Lac,Pituitary,Unchanged
GeneDown228,Common down,Lac,Pituitary,Unchanged
GeneDown229,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown230,Common down,Lac,Pituitary,Unchanged
GeneDown231,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown232,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown233,Common down,Lac,Pituitary,Unchanged
GeneDown234,Common down,Lac,Pituitary,Unchanged
GeneDown235,Common down,Lac,Pituitary,Unchanged
GeneDown236,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown237,Common down,Lac,Pituitary,Unchanged
GeneDown238,Common down,Lac,Pituitary,Unchanged
GeneDown239,Common down,Lac,Pituitary,Unchanged
GeneDown240,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown241,Common down,Lac,Pituitary,Unchanged
GeneDown242,Common down,Lac,Pituitary,Unchanged
GeneDown243,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown244,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown245,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown246,Common down,Lac,Pituitary,Unchanged
GeneDown247,Common down,Lac,Pituitary,Unchanged
GeneDown248,Common down,Lac,Pituitary,Unchanged
GeneDown249,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown250,Common down,Lac,Pituitary,Unchanged
GeneDown251,Common down,Lac,Pituitary,Unchanged
GeneDown252,Common down,Lac,Pituitary,Unchanged
GeneDown253,Common down,Lac,Pituitary,Unchanged
GeneDown254,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown255,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown256,Common down,Lac,Pituitary,Unchanged
GeneDown257,Common down,Lac,Pituitary,Unchanged
GeneDown258,Common down,Lac,Pituitary,Unchanged
GeneDown259,Common down,Lac,Pituitary,Unchanged
GeneDown260,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown261,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown262,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown263,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown264,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown265,Common down,Lac,Pituitary,Unchanged
GeneDown266,Common down,Lac,Pituitary,Unchanged
GeneDown267,Common down,Lac,Pituitary,Unchanged
GeneDown268,Common down,Lac,Pituitary,Unchanged
GeneDown269,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown270,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown271,Common down,Lac,Pituitary,Unchanged
GeneDown272,Common down,Lac,Pituitary,Unchanged
GeneDown273,Common down,Lac,Pituitary,Unchanged
GeneDown274,Common down,Lac,Pituitary,Unchanged
GeneDown275,Common down,Lac,Pituitary,Unchanged
GeneDown276,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown277,Common down,Lac,Pituitary,Unchanged
GeneDown278,Common down,Lac,Pituitary,Unchanged
GeneDown279,Common down,Lac,Pituitary,Unchanged
GeneDown280,Common down,Lac,Pituitary,Unchanged
GeneDown281,Common down,Lac,Pituitary,Unchanged
GeneDown282,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown283,Common down,Lac,Pituitary,Unchanged
GeneDown284,Common down,Lac,Pituitary,Unchanged
GeneDown285,Common down,Lac,Pituitary,Unchanged
GeneDown286,Common down,Lac,Pituitary,Unchanged
GeneDown287,Common down,Lac,Pituitary,Unchanged
GeneDown288,Common down,Lac,Pituitary,Unchanged
GeneDown289,Common down,Lac,Pituitary,Unchanged
GeneDown290,Common down,Lac,Pituitary,Unchanged
GeneDown291,Common down,Lac,Pituitary,Unchanged
GeneDown292,Common down,Lac,Pituitary,Unchanged
GeneDown293,Common down,Lac,Pituitary,Unchanged
GeneDown294,Common down,Lac,Pituitary,Unchanged
GeneDown295,Common down,Lac,Pituitary,Unchanged
GeneDown296,Common down,Lac,Pituitary,Unchanged
GeneDown297,Common down,Lac,Pituitary,Unchanged
GeneDown298,Common down,Lac,Pituitary,Unchanged
GeneDown299,Common down,Lac,Pituitary,Unchanged
GeneDown300,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown301,Common down,Lac,Pituitary,Unchanged
GeneDown302,Common down,Lac,Pituitary,Unchanged
GeneDown303,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown304,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown305,Common down,Lac,Pituitary,Unchanged
GeneDown306,Common down,Lac,Pituitary,Unchanged
GeneDown307,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown308,Common down,Lac,Pituitary,Unchanged
GeneDown309,Common down,Lac,Pituitary,Unchanged
GeneDown310,Common down,Lac,Pituitary,Unchanged
GeneDown311,Common down,Lac,Pituitary,Unchanged
GeneDown312,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown313,Common down,Lac,Pituitary,Unchanged
GeneDown314,Common down,Lac,Pituitary,Unchanged
GeneDown315,Common down,Lac,Pituitary,Unchanged
GeneDown316,Common down,Lac,Pituitary,Unchanged
GeneDown317,Common down,Lac,Pituitary,Upregulated in T1DM
GeneDown318,Common down,Lac,Pituitary,Unchanged
GeneDown319,Common down,Lac,Pituitary,Unchanged
GeneDown320,Common down,Lac,Pituitary,Unchanged
GeneDown321,Common down,Lac,Pituitary,Unchanged
GeneDown322,Common down,Lac,Pituitary,Unchanged
GeneDown323,Common down,Lac,Pituitary,Unchanged
GeneDown324,Common down,Lac,Pituitary,Unchanged
GeneDown325,Common down,Lac,Pituitary,Unchanged
GeneDown326,Common down,Lac,Pituitary,Unchanged
GeneDown327,Common down,Lac,Pituitary,Unchanged
GeneDown328,Common down,Lac,Pituitary,Unchanged
GeneDown329,Common down,Lac,Pituitary,Unchanged
GeneDown330,Common down,Lac,Pituitary,Unchanged
GeneDown331,Common down,Lac,Pituitary,Unchanged
GeneDown332,Common down,Lac,Pituitary,Unchanged
GeneDown333,Common down,Lac,Pituitary,Unchanged
GeneDown334,Common down,Lac,Pituitary,Unchanged
GeneDown335,Common down,Lac,Pituitary,Unchanged
GeneDown336,Common down,Lac,Pituitary,Unchanged
GeneDown337,Common down,Lac,Pituitary,Unchanged
GeneDown338,Common down,Lac,Pituitary,Unchanged
GeneDown339,Common down,Lac,Pituitary,Unchanged
GeneDown340,Common down,Lac,Pituitary,Unchanged
GeneDown341,Common down,Lac,Pituitary,Unchanged
GeneDown342,Common down,Lac,Pituitary,Unchanged
GeneDown343,Common down,Lac,Pituitary,Unchanged
GeneDown344,Common down,Lac,Pituitary,Unchanged
GeneDown345,Common down,Lac,Pituitary,Unchanged
GeneDown346,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown347,Common down,Lac,Pituitary,Unchanged
GeneDown348,Common down,Lac,Pituitary,Unchanged
GeneDown349,Common down,Lac,Pituitary,Unchanged
GeneDown350,Common down,Lac,Pituitary,Unchanged
GeneDown351,Common down,Lac,Pituitary,Unchanged
GeneDown352,Common down,Lac,Pituitary,Unchanged
GeneDown353,Common down,Lac,Pituitary,Unchanged
GeneDown354,Common down,Lac,Pituitary,Unchanged
GeneDown355,Common down,Lac,Pituitary,Unchanged
GeneDown356,Common down,Lac,Pituitary,Unchanged
GeneDown357,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown358,Common down,Lac,Pituitary,Unchanged
GeneDown359,Common down,Lac,Pituitary,Unchanged
GeneDown360,Common down,Lac,Pituitary,Unchanged
GeneDown361,Common down,Lac,Pituitary,Unchanged
GeneDown362,Common down,Lac,Pituitary,Unchanged
GeneDown363,Common down,Lac,Pituitary,Unchanged
GeneDown364,Common down,Lac,Pituitary,Unchanged
GeneDown365,Common down,Lac,Pituitary,Unchanged
GeneDown366,Common down,Lac,Pituitary,Unchanged
GeneDown367,Common down,Lac,Pituitary,Unchanged
GeneDown368,Common down,Lac,Pituitary,Unchanged
GeneDown369,Common down,Lac,Pituitary,Unchanged
GeneDown370,Common down,Lac,Pituitary,Unchanged
GeneDown371,Common down,Lac,Pituitary,Unchanged
GeneDown372,Common down,Lac,Pituitary,Unchanged
GeneDown373,Common down,Lac,Pituitary,Unchanged
GeneDown374,Common down,Lac,Pituitary,Unchanged
GeneDown375,Common down,Lac,Pituitary,Unchanged
GeneDown376,Common down,Lac,Pituitary,Unchanged
GeneDown377,Common down,Lac,Pituitary,Unchanged
GeneDown378,Common down,Lac,Pituitary,Unchanged
GeneDown379,Common down,Lac,Pituitary,Unchanged
GeneDown380,Common down,Lac,Pituitary,Unchanged
GeneDown381,Common down,Lac,Pituitary,Unchanged
GeneDown382,Common down,Lac,Pituitary,Unchanged
GeneDown383,Common down,Lac,Pituitary,Upregulated in T1DM
GeneDown384,Common down,Lac,Pituitary,Unchanged
GeneDown385,Common down,Lac,Pituitary,Unchanged
GeneDown386,Common down,Lac,Pituitary,Unchanged
GeneDown387,Common down,Lac,Pituitary,Unchanged
GeneDown388,Common down,Lac,Pituitary,Unchanged
GeneDown389,Common down,Lac,Pituitary,Unchanged
GeneDown390,Common down,Lac,Pituitary,Unchanged
GeneDown391,Common down,Lac,Pituitary,Unchanged
GeneDown392,Common down,Lac,Pituitary,Unchanged
GeneDown393,Common down,Lac,Pituitary,Unchanged
GeneDown394,Common down,Lac,Pituitary,Unchanged
GeneDown395,Common down,Lac,Pituitary,Unchanged
GeneDown396,Common down,Lac,Pituitary,Unchanged
GeneDown397,Common down,Lac,Pituitary,Unchanged
GeneDown398,Common down,Lac,Pituitary,Unchanged
GeneDown399,Common down,Lac,Pituitary,Unchanged
GeneDown400,Common down,Lac,Pituitary,Downregulated in T1DM
GeneDown401,Common down,Lac,Pituitary,Unchanged
GeneDown402,Common down,Lac,Pituitary,Unchanged
GeneDown403,Common down,Lac,Pituitary,Unchanged
GeneDown404,Common down,Lac,Pituitary,Unchanged
GeneDown405,Common down,Lac,Pituitary,Unchanged
GeneDown406,Common down,Lac,Pituitary,Unchanged
GeneDown407,Common down,Lac,Pituitary,Unchanged
GeneDown408,Common down,Lac,Pituitary,Unchanged
GeneDown409,Common down,Lac,Pituitary,Unchanged
GeneDown410,Common down,Lac,Pituitary,Unchanged
GeneDown411,Common down,Lac,Pituitary,Unchanged
GeneDown412,Common down,Lac,Pituitary,Unchanged
GeneDown413,Common down,Lac,Pituitary,Unchanged
GeneDown414,Common down,Lac,Pituitary,Unchanged
GeneDown415,Common down,Lac,Pituitary,Unchanged
GeneDown416,Common down,Lac,Pituitary,Unchanged
GeneDown001,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown002,Common down,Som,Pituitary,Unchanged
GeneDown003,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown004,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown005,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown006,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown007,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown008,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown009,Common down,Som,Pituitary,Unchanged
GeneDown010,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown011,Common down,Som,Pituitary,Unchanged
GeneDown012,Common down,Som,Pituitary,Unchanged
GeneDown013,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown014,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown015,Common down,Som,Pituitary,Upregulated in T1DM
GeneDown016,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown017,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown018,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown019,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown020,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown021,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown022,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown023,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown024,Common down,Som,Pituitary,Unchanged
GeneDown025,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown026,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown027,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown028,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown029,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown030,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown031,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown032,Common down,Som,Pituitary,Unchanged
GeneDown033,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown034,Common down,Som,Pituitary,Unchanged
GeneDown035,Common down,Som,Pituitary,Unchanged
GeneDown036,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown037,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown038,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown039,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown040,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown041,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown042,Common down,Som,Pituitary,Unchanged
GeneDown043,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown044,Common down,Som,Pituitary,Unchanged
GeneDown045,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown046,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown047,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown048,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown049,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown050,Common down,Som,Pituitary,Unchanged
GeneDown051,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown052,Common down,Som,Pituitary,Unchanged
GeneDown053,Common down,Som,Pituitary,Unchanged
GeneDown054,Common down,Som,Pituitary,Unchanged
GeneDown055,Common down,Som,Pituitary,Unchanged
GeneDown056,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown057,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown058,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown059,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown060,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown061,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown062,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown063,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown064,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown065,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown066,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown067,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown068,Common down,Som,Pituitary,Unchanged
GeneDown069,Common down,Som,Pituitary,Unchanged
GeneDown070,Common down,Som,Pituitary,Unchanged
GeneDown071,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown072,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown073,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown074,Common down,Som,Pituitary,Unchanged
GeneDown075,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown076,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown077,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown078,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown079,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown080,Common down,Som,Pituitary,Unchanged
GeneDown081,Common down,Som,Pituitary,Unchanged
GeneDown082,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown083,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown084,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown085,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown086,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown087,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown088,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown089,Common down,Som,Pituitary,Unchanged
GeneDown090,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown091,Common down,Som,Pituitary,Unchanged
GeneDown092,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown093,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown094,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown095,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown096,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown097,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown098,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown099,Common down,Som,Pituitary,Downregulated in T1DM
GeneDown100,Common down,Som,Pituitary,Downregulated in T1DM
