cell,UMAP_1,UMAP_2,celltype,group
l4797,4.4641,-1.4769,Conventional Dendritic Cell,Treat
l4798,4.2566,-2.3419,Conventional Dendritic Cell,Control
l4799,5.1012,-1.5811,Conventional Dendritic Cell,Control
l4800,4.8751,-2.0059,Conventional Dendritic Cell,Treat
l4801,4.3814,-1.281,Conventional Dendritic Cell,Control
l4802,5.0027,-0.6236,Conventional Dendritic Cell,Control
l4803,4.9004,-1.9123,Conventional Dendritic Cell,Treat
l4804,4.3796,-1.6808,Conventional Dendritic Cell,Control
l4805,3.1224,-1.0883,Conventional Dendritic Cell,Control
l4806,3.4108,-1.1292,Conventional Dendritic Cell,Treat
l4807,4.54,-1.4886,Conventional Dendritic Cell,Control
l4808,5.0788,-1.7292,Conventional Dendritic Cell,Control
l4809,3.2899,-1.7358,Conventional Dendritic Cell,Treat
l4810,4.7226,-0.944,Conventional Dendritic Cell,Control
l4811,3.5989,-0.5297,Conventional Dendritic Cell,Control
l4812,4.3084,-1.413,Conventional Dendritic Cell,Treat
l4813,3.9486,-0.7444,Conventional Dendritic Cell,Control
l4814,5.0094,-1.6241,Conventional Dendritic Cell,Control
l4815,3.6292,-1.2436,Conventional Dendritic Cell,Treat
l4816,5.1701,-1.8855,Conventional Dendritic Cell,Control
l4817,4.8216,-1.5005,Conventional Dendritic Cell,Control
l4818,4.9008,-1.9421,Conventional Dendritic Cell,Treat
l4819,5.4166,-1.8906,Conventional Dendritic Cell,Control
l4820,4.5867,-0.9589,Conventional Dendritic Cell,Control
l4821,4.7733,-0.4758,Conventional Dendritic Cell,Treat
l4822,4.5993,-0.3084,Conventional Dendritic Cell,Control
l4823,5.1771,-1.3158,Conventional Dendritic Cell,Control
l4824,4.7645,-0.4221,Conventional Dendritic Cell,Treat
l4825,5.1626,-0.9459,Conventional Dendritic Cell,Control
l4826,4.4207,-1.4239,Conventional Dendritic Cell,Control
l4827,5.3606,-0.5943,Conventional Dendritic Cell,Treat
l4828,4.5192,-0.2142,Conventional Dendritic Cell,Control
l4829,4.3972,-0.6674,Conventional Dendritic Cell,Control
l4830,4.0766,-0.9862,Conventional Dendritic Cell,Treat
l4831,5.1489,-0.4741,Conventional Dendritic Cell,Control
l4832,4.3171,-1.4323,Conventional Dendritic Cell,Control
l4833,4.812,-0.9193,Conventional Dendritic Cell,Treat
l4834,4.5343,-0.812,Conventional Dendritic Cell,Control
l4835,4.6555,-1.3741,Conventional Dendritic Cell,Control
l4836,4.4851,-1.6798,Conventional Dendritic Cell,Treat
l4837,4.0794,-1.07,Conventional Dendritic Cell,Control
l4838,4.783,-0.7082,Conventional Dendritic Cell,Control
l4839,4.7204,-1.099,Conventional Dendritic Cell,Treat
l4840,4.8012,-0.3608,Conventional Dendritic Cell,Control
l4841,4.3537,-0.5364,Conventional Dendritic Cell,Control
l4842,4.8264,-1.9938,Conventional Dendritic Cell,Treat
l4843,4.0872,-1.7113,Conventional Dendritic Cell,Control
l4844,4.189,-1.7332,Conventional Dendritic Cell,Control
l4845,4.3661,-1.0653,Conventional Dendritic Cell,Treat
l4846,3.8172,-1.4341,Conventional Dendritic Cell,Control
l4847,3.8477,-1.6297,Conventional Dendritic Cell,Control
l4848,4.7249,-0.8299,Conventional Dendritic Cell,Treat
l4849,3.6734,-0.6707,Conventional Dendritic Cell,Control
l4850,4.02,-0.2814,Conventional Dendritic Cell,Control
l4851,5.0913,-1.4383,Conventional Dendritic Cell,Treat
l4852,4.1225,-1.6664,Conventional Dendritic Cell,Control
l4853,4.2951,-0.144,Conventional Dendritic Cell,Control
l4854,4.3796,-1.189,Conventional Dendritic Cell,Treat
l4855,4.6679,-1.1793,Conventional Dendritic Cell,Control
l4856,4.3715,-0.6726,Conventional Dendritic Cell,Control
l4857,4.8757,-1.092,Conventional Dendritic Cell,Treat
l4858,4.4341,-1.506,Conventional Dendritic Cell,Control
l4859,4.5599,-0.9178,Conventional Dendritic Cell,Control
l4860,4.8608,-1.2696,Conventional Dendritic Cell,Treat
l4861,4.0589,-1.0611,Conventional Dendritic Cell,Control
l4862,4.9494,-0.0999,Conventional Dendritic Cell,Control
l4863,4.6005,-1.1035,Conventional Dendritic Cell,Treat
l4864,4.5672,-1.6609,Conventional Dendritic Cell,Control
l4865,4.7821,-1.4339,Conventional Dendritic Cell,Control
l4866,4.9761,-1.7636,Conventional Dendritic Cell,Treat
l4867,4.7708,-0.8088,Conventional Dendritic Cell,Control
l4868,4.9825,-1.7726,Conventional Dendritic Cell,Control
l4869,4.3046,-1.4573,Conventional Dendritic Cell,Treat
l4870,4.7484,-1.0798,Conventional Dendritic Cell,Control
l4871,4.7223,-1.4231,Conventional Dendritic Cell,Control
l4872,5.2557,-1.2905,Conventional Dendritic Cell,Treat
l4873,5.0088,-1.3885,Conventional Dendritic Cell,Control
l4874,4.2576,-1.9787,Conventional Dendritic Cell,Control
l4875,3.8966,-2.0354,Conventional Dendritic Cell,Treat
l4876,4.016,-2.0804,Conventional Dendritic Cell,Control
l4877,4.9381,-1.5304,Conventional Dendritic Cell,Control
l4878,3.7946,-1.605,Conventional Dendritic Cell,Treat
l4879,3.931,-1.2183,Conventional Dendritic Cell,Control
l4880,3.7959,-0.7379,Conventional Dendritic Cell,Control
l4881,4.0146,-1.2954,Conventional Dendritic Cell,Treat
l4882,4.0438,-1.4445,Conventional Dendritic Cell,Control
l4883,4.2319,-2.1588,Conventional Dendritic Cell,Control
l4884,5.1218,-1.3563,Conventional Dendritic Cell,Treat
l4885,4.1959,-1.7566,Conventional Dendritic Cell,Control
l4886,4.304,-1.0585,Conventional Dendritic Cell,Control
l4887,4.8869,-1.1604,Conventional Dendritic Cell,Treat
l4888,4.3085,-0.3128,Conventional Dendritic Cell,Control
l4889,4.9195,-1.5095,Conventional Dendritic Cell,Control
l4890,4.2556,-0.7821,Conventional Dendritic Cell,Treat
l4891,5.8335,-1.1924,Conventional Dendritic Cell,Control
l4892,5.0936,-0.8819,Conventional Dendritic Cell,Control
l4893,3.8977,-1.3351,Conventional Dendritic Cell,Treat
l4894,4.2857,-1.7759,Conventional Dendritic Cell,Control
l4895,4.8613,-2.2361,Conventional Dendritic Cell,Control
l4896,4.7832,-1.2976,Conventional Dendritic Cell,Treat
l4897,5.3205,-1.8112,Conventional Dendritic Cell,Control
l4898,4.5198,-1.6324,Conventional Dendritic Cell,Control
l4899,3.8902,-1.0792,Conventional Dendritic Cell,Treat
l4900,4.7577,-0.7438,Conventional Dendritic Cell,Control
l4901,4.3226,-1.4043,Conventional Dendritic Cell,Control
l4902,3.7526,-2.1221,Conventional Dendritic Cell,Treat
l4903,3.4439,-0.8488,Conventional Dendritic Cell,Control
l4904,4.2176,-0.5005,Conventional Dendritic Cell,Control
l4905,5.0401,-1.3834,Conventional Dendritic Cell,Treat
l4906,4.7586,-0.8756,Conventional Dendritic Cell,Control
l4907,5.4484,-0.9746,Conventional Dendritic Cell,Control
l4908,4.4276,-1.3137,Conventional Dendritic Cell,Treat
l4909,5.0696,-1.0137,Conventional Dendritic Cell,Control
l4910,4.8768,-1.1966,Conventional Dendritic Cell,Control
l4911,4.2645,-1.1733,Conventional Dendritic Cell,Treat
l4912,4.8028,-1.4612,Conventional Dendritic Cell,Control
l4913,5.2852,-2.5267,Conventional Dendritic Cell,Control
l4914,4.2484,-0.5715,Conventional Dendritic Cell,Treat
l4915,4.1681,-1.4392,Conventional Dendritic Cell,Control
l4916,4.4318,-0.8767,Conventional Dendritic Cell,Control
l4917,4.4654,-1.7972,Conventional Dendritic Cell,Treat
l4918,5.0703,-0.4594,Conventional Dendritic Cell,Control
l4919,5.0623,-1.2528,Conventional Dendritic Cell,Control
l4920,3.8,-1.2966,Conventional Dendritic Cell,Treat
l4921,3.8355,-1.8333,Conventional Dendritic Cell,Control
l4922,5.0208,-1.3762,Conventional Dendritic Cell,Control
l4923,4.7273,-1.1892,Conventional Dendritic Cell,Treat
l4924,4.5267,-0.8354,Conventional Dendritic Cell,Control
l4925,5.5228,-1.6717,Conventional Dendritic Cell,Control
l4926,4.8848,-1.4646,Conventional Dendritic Cell,Treat
l4927,4.8011,-1.269,Conventional Dendritic Cell,Control
l4928,4.4061,-0.87,Conventional Dendritic Cell,Control
l4929,3.7838,-0.3559,Conventional Dendritic Cell,Treat
l4930,4.919,-1.2556,Conventional Dendritic Cell,Control
l4931,3.9884,-1.0095,Conventional Dendritic Cell,Control
l4932,5.4135,-1.6184,Conventional Dendritic Cell,Treat
l4933,4.1325,-1.1381,Conventional Dendritic Cell,Control
l4934,4.8121,-1.684,Conventional Dendritic Cell,Control
l4935,4.2633,-0.4666,Conventional Dendritic Cell,Treat
l4936,4.4799,-0.3269,Conventional Dendritic Cell,Control
l4937,5.6682,-0.9871,Conventional Dendritic Cell,Control
l4938,3.8783,-0.7037,Conventional Dendritic Cell,Treat
l4939,4.3182,-1.276,Conventional Dendritic Cell,Control
l4940,4.8282,-1.2291,Conventional Dendritic Cell,Control
l4941,5.0873,-1.2082,Conventional Dendritic Cell,Treat
l4942,4.3823,-1.5738,Conventional Dendritic Cell,Control
l4943,4.6366,-1.563,Conventional Dendritic Cell,Control
l4944,4.3202,-1.9774,Conventional Dendritic Cell,Treat
l4945,3.7904,-0.3613,Conventional Dendritic Cell,Control
l4946,4.704,-0.7279,Conventional Dendritic Cell,Control
l4947,4.7985,-0.8535,Conventional Dendritic Cell,Treat
l4948,4.9182,-0.704,Conventional Dendritic Cell,Control
l4949,5.3236,-1.6128,Conventional Dendritic Cell,Control
l4950,4.7467,-0.9706,Conventional Dendritic Cell,Treat
l4951,4.2611,-1.1065,Conventional Dendritic Cell,Control
l4952,3.5427,-1.3055,Conventional Dendritic Cell,Control
l4953,4.6137,-1.8091,Conventional Dendritic Cell,Treat
l4954,4.5124,-1.8922,Conventional Dendritic Cell,Control
l4955,4.1359,-0.3902,Conventional Dendritic Cell,Control
l4956,4.7715,-1.9159,Conventional Dendritic Cell,Treat
l4957,5.4265,-1.5437,Conventional Dendritic Cell,Control
l4958,4.6468,-1.3618,Conventional Dendritic Cell,Control
l4959,4.2212,-0.8767,Conventional Dendritic Cell,Treat
l4960,4.9797,-0.2309,Conventional Dendritic Cell,Control
l4961,4.811,-1.4074,Conventional Dendritic Cell,Control
l4962,4.2172,-0.7388,Conventional Dendritic Cell,Treat
l4963,4.8988,-2.1774,Conventional Dendritic Cell,Control
l4964,5.1388,-1.0317,Conventional Dendritic Cell,Control
l4965,4.4104,-1.6357,Conventional Dendritic Cell,Treat
l4966,5.1273,-0.8631,Conventional Dendritic Cell,Control
l4967,5.2595,-2.0938,Conventional Dendritic Cell,Control
l4968,4.5082,-0.5917,Conventional Dendritic Cell,Treat
l4969,4.9323,-0.5482,Conventional Dendritic Cell,Control
l4970,3.6849,-0.8528,Conventional Dendritic Cell,Control
l4971,5.4317,-1.0971,Conventional Dendritic Cell,Treat
l4972,5.2353,-0.668,Conventional Dendritic Cell,Control
l4973,4.6914,-1.1167,Conventional Dendritic Cell,Control
l4974,4.4083,-0.2186,Conventional Dendritic Cell,Treat
l4975,4.349,-0.1463,Conventional Dendritic Cell,Control
l4976,4.0867,-1.6365,Conventional Dendritic Cell,Control
l4977,4.2379,-1.0265,Conventional Dendritic Cell,Treat
l4978,5.1575,-2.1406,Conventional Dendritic Cell,Control
l4979,4.0989,-2.5584,Conventional Dendritic Cell,Control
l4980,4.0388,-0.8679,Conventional Dendritic Cell,Treat
l4981,4.4205,-2.2952,Conventional Dendritic Cell,Control
l4982,5.1407,-0.6288,Conventional Dendritic Cell,Control
l4983,4.2996,-0.7099,Conventional Dendritic Cell,Treat
l4984,4.4843,-0.8897,Conventional Dendritic Cell,Control
l4985,4.8958,-0.9997,Conventional Dendritic Cell,Control
l4986,4.3981,-1.3597,Conventional Dendritic Cell,Treat
l4987,4.945,-2.0998,Conventional Dendritic Cell,Control
l4988,4.1087,-0.6858,Conventional Dendritic Cell,Control
l4989,5.5401,-0.6861,Conventional Dendritic Cell,Treat
l4990,4.6694,-1.5093,Conventional Dendritic Cell,Control
l4991,-5.1668,0.3465,LSECs,Control
l4992,-3.3985,0.6714,LSECs,Treat
l4993,-5.2855,-0.9422,LSECs,Control
l4994,-4.8915,0.5795,LSECs,Control
l4995,-5.0419,0.6861,LSECs,Treat
l4996,-4.0654,-0.4694,LSECs,Control
l4997,-3.8882,-1.2066,LSECs,Control
l4998,-4.5796,-0.1352,LSECs,Treat
l4999,-5.2387,1.1967,LSECs,Control
l5000,-5.333,0.272,LSECs,Control
l5001,-3.8013,0.4054,LSECs,Treat
l5002,-3.991,0.4107,LSECs,Control
l5003,-5.1062,0.1851,LSECs,Control
l5004,-2.1592,1.1641,LSECs,Treat
l5005,-3.4288,0.9604,LSECs,Control
l5006,-4.8997,0.6561,LSECs,Control
l5007,-4.7055,1.5138,LSECs,Treat
l5008,-4.0922,0.5135,LSECs,Control
l5009,-3.4913,0.1928,LSECs,Control
l5010,-2.1054,1.4283,LSECs,Treat
l5011,-3.2257,0.4449,LSECs,Control
l5012,-4.2535,-0.043,LSECs,Control
l5013,-4.5342,0.4365,LSECs,Treat
l5014,-2.8353,0.931,LSECs,Control
l5015,-4.844,1.1739,LSECs,Control
l5016,-3.9475,-1.375,LSECs,Treat
l5017,-3.4963,1.6378,LSECs,Control
l5018,-3.6728,-0.449,LSECs,Control
l5019,-3.5878,1.15,LSECs,Treat
l5020,-3.5256,0.804,LSECs,Control
l5021,-3.4178,-0.6872,LSECs,Control
l5022,-3.4714,-0.5472,LSECs,Treat
l5023,-2.9765,-2.0166,LSECs,Control
l5024,-5.4784,1.4273,LSECs,Control
l5025,-3.7047,1.1326,LSECs,Treat
l5026,-3.4175,-0.315,LSECs,Control
l5027,-3.4063,-0.1479,LSECs,Control
l5028,-5.7931,0.5994,LSECs,Treat
l5029,-3.7648,0.7065,LSECs,Control
l5030,-3.7353,-0.2259,LSECs,Control
l5031,-3.8371,-0.3004,LSECs,Treat
l5032,-4.4067,-0.3031,LSECs,Control
l5033,-4.0493,0.3961,LSECs,Control
l5034,-5.044,0.1349,LSECs,Treat
l5035,-3.8587,0.3964,LSECs,Control
l5036,-2.845,-0.2609,LSECs,Control
l5037,-2.6715,-0.4044,LSECs,Treat
l5038,-3.9722,1.3041,LSECs,Control
l5039,-4.0935,0.977,LSECs,Control
l5040,-2.189,0.1055,LSECs,Treat
l5041,-5.3123,0.7654,LSECs,Control
l5042,-4.0616,2.1356,LSECs,Control
l5043,-4.4418,1.0374,LSECs,Treat
l5044,-3.1557,0.5181,LSECs,Control
l5045,-4.4046,0.6142,LSECs,Control
l5046,-4.7356,-0.6105,LSECs,Treat
l5047,-4.1729,0.822,LSECs,Control
l5048,-5.3844,0.5709,LSECs,Control
l5049,-2.9447,0.6599,LSECs,Treat
l5050,-4.3665,0.3754,LSECs,Control
l5051,-3.1586,0.8276,LSECs,Control
l5052,-4.4278,0.3801,LSECs,Treat
l5053,-3.9652,1.059,LSECs,Control
l5054,-3.9115,1.4903,LSECs,Control
l5055,-4.4321,0.8594,LSECs,Treat
l5056,-3.5862,-1.1122,LSECs,Control
l5057,-4.4651,0.1502,LSECs,Control
l5058,-4.2488,-0.2864,LSECs,Treat
l5059,-2.6367,-0.269,LSECs,Control
l5060,-4.2514,-0.944,LSECs,Control
l5061,-3.6944,-0.2613,LSECs,Treat
l5062,-3.8845,1.4278,LSECs,Control
l5063,-3.5168,0.5883,LSECs,Control
l5064,-3.2914,-0.7181,LSECs,Treat
l5065,-4.7742,0.1215,LSECs,Control
l5066,-4.0704,1.0367,LSECs,Control
l5067,-4.6772,0.3672,LSECs,Treat
l5068,-4.903,0.8767,LSECs,Control
l5069,-2.917,0.9092,LSECs,Control
l5070,-4.7887,0.5456,LSECs,Treat
l5071,-3.2848,1.6788,LSECs,Control
l5072,-3.6206,-0.154,LSECs,Control
l5073,-5.4699,-0.8379,LSECs,Treat
l5074,-2.771,0.8753,LSECs,Control
l5075,-3.6022,0.2795,LSECs,Control
l5076,-4.0636,-1.7912,LSECs,Treat
l5077,-3.1742,-0.0695,LSECs,Control
l5078,-4.7296,0.5769,LSECs,Control
l5079,-2.3007,0.6489,LSECs,Treat
l5080,-3.3593,1.5403,LSECs,Control
l5081,-3.1902,0.1938,LSECs,Control
l5082,-5.2677,0.4275,LSECs,Treat
l5083,-4.3611,0.2998,LSECs,Control
l5084,-4.8471,0.5067,LSECs,Control
l5085,-3.9202,0.5098,LSECs,Treat
l5086,-3.4112,1.9008,LSECs,Control
l5087,-3.3567,-0.2445,LSECs,Control
l5088,-2.4336,0.3761,LSECs,Treat
l5089,-3.4669,0.6046,LSECs,Control
l5090,-4.3702,-0.1385,LSECs,Control
l5091,-3.9984,-0.1429,LSECs,Treat
l5092,-3.2959,0.864,LSECs,Control
l5093,-3.7756,1.2943,LSECs,Control
l5094,-5.0867,-0.2638,LSECs,Treat
l5095,-4.0163,-0.0792,LSECs,Control
l5096,-4.2835,0.7632,LSECs,Control
l5097,-3.065,0.6434,LSECs,Treat
l5098,-4.2062,-0.1321,LSECs,Control
l5099,-4.7752,-0.6274,LSECs,Control
l5100,-3.2713,0.4027,LSECs,Treat
l5101,-4.2982,1.5532,LSECs,Control
l5102,-4.819,0.7403,LSECs,Control
l5103,-4.9457,0.2366,LSECs,Treat
l5104,-4.4067,0.338,LSECs,Control
l5105,-4.4602,-0.9156,LSECs,Control
l5106,-4.0294,2.3295,LSECs,Treat
l5107,-5.3838,-0.1761,LSECs,Control
l5108,-4.7747,-0.342,LSECs,Control
l5109,-3.5552,0.7134,LSECs,Treat
l5110,-3.7592,-0.311,LSECs,Control
l5111,-5.4572,-0.2858,LSECs,Control
l5112,-3.9228,0.5061,LSECs,Treat
l5113,-3.7646,-0.2076,LSECs,Control
l5114,-3.4591,0.5702,LSECs,Control
l5115,-5.3058,0.2544,LSECs,Treat
l5116,-5.5217,0.1534,LSECs,Control
l5117,-3.9819,-0.9684,LSECs,Control
l5118,-5.0305,-0.44,LSECs,Treat
l5119,-3.2971,0.1329,LSECs,Control
l5120,-3.5008,-0.942,LSECs,Control
l5121,-3.6913,-0.4861,LSECs,Treat
l5122,-4.0065,0.4218,LSECs,Control
l5123,-4.5979,1.3893,LSECs,Control
l5124,-6.0816,0.2538,LSECs,Treat
l5125,-5.3383,-1.1442,LSECs,Control
l5126,-3.2406,0.6723,LSECs,Control
l5127,-3.6765,-0.189,LSECs,Treat
l5128,-2.9428,-0.3414,LSECs,Control
l5129,-2.8075,-0.2766,LSECs,Control
l5130,-3.4165,0.9744,LSECs,Treat
l5131,-4.4647,1.1563,LSECs,Control
l5132,-5.5732,1.0659,LSECs,Control
l5133,-3.9581,-0.8883,LSECs,Treat
l5134,-3.6097,0.2338,LSECs,Control
l5135,-4.7826,-0.624,LSECs,Control
l5136,-3.2404,-0.485,LSECs,Treat
l5137,-5.166,-1.7579,LSECs,Control
l5138,-4.2386,-0.2511,LSECs,Control
l5139,-3.969,-0.2773,LSECs,Treat
l5140,-3.5839,0.1723,LSECs,Control
l5141,-4.4695,0.7104,LSECs,Control
l5142,-3.0911,0.2463,LSECs,Treat
l5143,-2.1682,1.8804,LSECs,Control
l5144,-3.3868,0.1259,LSECs,Control
l5145,-4.426,0.4036,LSECs,Treat
l5146,-3.8523,0.3724,LSECs,Control
l5147,-4.3608,0.7941,LSECs,Control
l5148,-4.8876,-0.3112,LSECs,Treat
l5149,-1.882,-1.1326,LSECs,Control
l5150,-4.0296,-0.3931,LSECs,Control
l5151,-3.0717,0.7816,LSECs,Treat
l5152,-3.8195,-0.4605,LSECs,Control
l5153,-3.9492,-0.3926,LSECs,Control
l5154,-3.8817,0.2148,LSECs,Treat
l5155,-4.3995,0.369,LSECs,Control
l5156,-4.8213,0.7442,LSECs,Control
l5157,-4.5571,-0.147,LSECs,Treat
l5158,-2.805,0.9848,LSECs,Control
l5159,-3.9092,-0.8018,LSECs,Control
l5160,-3.2809,-0.2044,LSECs,Treat
l5161,-4.8781,0.0681,LSECs,Control
l5162,-4.9769,1.3038,LSECs,Control
l5163,-3.7397,0.479,LSECs,Treat
l5164,-4.2727,-0.4539,LSECs,Control
l5165,-2.5277,0.9242,LSECs,Control
l5166,-4.2201,1.2822,LSECs,Treat
l5167,-3.8169,2.2736,LSECs,Control
l5168,-3.4524,0.8312,LSECs,Control
l5169,-3.9104,-0.7478,LSECs,Treat
l5170,-5.2152,0.993,LSECs,Control
l5171,-3.5727,-0.2956,LSECs,Control
l5172,-4.9071,0.4027,LSECs,Treat
l5173,-3.8491,0.4047,LSECs,Control
l5174,-3.6888,0.0087,LSECs,Control
l5175,-3.4621,-0.4681,LSECs,Treat
l5176,-4.7939,1.8176,LSECs,Control
l5177,-4.3226,-0.8354,LSECs,Control
l5178,-3.7303,0.8473,LSECs,Treat
l5179,-2.8504,-0.2652,LSECs,Control
l5180,-3.042,0.8506,LSECs,Control
l5181,-3.302,-0.0333,LSECs,Treat
l5182,-3.9721,0.9529,LSECs,Control
l5183,-3.7321,0.738,LSECs,Control
l5184,-3.453,-0.4622,LSECs,Treat
l5185,-4.2674,-0.3338,LSECs,Control
l5186,-4.5548,-0.3301,LSECs,Control
l5187,-2.8235,1.685,LSECs,Treat
l5188,-3.1556,0.4984,LSECs,Control
l5189,-3.0252,-0.8235,LSECs,Control
l5190,-4.7374,-0.5632,LSECs,Treat
l5191,-4.9056,1.7116,LSECs,Control
l5192,-3.9417,1.0577,LSECs,Control
l5193,-4.6009,0.1082,LSECs,Treat
l5194,-4.5757,-0.0794,LSECs,Control
l5195,-3.2437,0.5394,LSECs,Control
l5196,-3.3522,-0.3644,LSECs,Treat
l5197,-3.9374,0.4818,LSECs,Control
l5198,-4.191,-0.2803,LSECs,Control
l5199,-5.8338,0.854,LSECs,Treat
l5200,-4.4079,-0.6944,LSECs,Control
l5201,-3.646,0.8905,LSECs,Control
l5202,-3.3437,0.6697,LSECs,Treat
l5203,-3.562,1.6365,LSECs,Control
l5204,-3.8994,1.3838,LSECs,Control
l5205,-6.3207,0.3542,LSECs,Treat
l5206,-4.722,0.7054,LSECs,Control
l5207,-4.6733,-0.1207,LSECs,Control
l5208,-3.8879,1.2804,LSECs,Treat
l5209,-4.2866,-0.4137,LSECs,Control
l5210,-4.846,0.3448,LSECs,Control
l5211,-2.8093,-0.3812,LSECs,Treat
l5212,-3.4077,-1.3142,LSECs,Control
l5213,-4.675,-0.5736,LSECs,Control
l5214,-2.6535,-0.1064,LSECs,Treat
l5215,-4.45,-1.2865,LSECs,Control
l5216,-4.3071,-0.2141,LSECs,Control
l5217,-4.0569,0.9421,LSECs,Treat
l5218,-4.8702,0.0581,LSECs,Control
l5219,-4.1968,0.2016,LSECs,Control
l5220,-3.7468,1.0756,LSECs,Treat
l5221,-4.821,-0.1741,LSECs,Control
l5222,-4.1857,0.6132,LSECs,Control
l5223,-4.4112,1.7459,LSECs,Treat
l5224,-3.7446,0.3228,LSECs,Control
l5225,-3.7033,0.0024,LSECs,Control
l5226,-4.3745,0.607,LSECs,Treat
l5227,-5.5925,-0.1715,LSECs,Control
l5228,-4.7779,-0.5751,LSECs,Control
l5229,-3.245,0.0938,LSECs,Treat
l5230,-3.6814,0.0017,LSECs,Control
l5231,-3.8597,-1.2339,LSECs,Control
l5232,-3.2619,-0.4272,LSECs,Treat
l5233,-3.5462,1.7901,LSECs,Control
l5234,-4.2275,0.5434,LSECs,Control
l5235,-3.3598,0.8316,LSECs,Treat
l5236,-4.0666,-0.413,LSECs,Control
l5237,-4.0377,-0.6824,LSECs,Control
l5238,-3.0363,-0.4584,LSECs,Treat
l5239,-4.8161,-1.1438,LSECs,Control
l5240,-4.1362,0.1781,LSECs,Control
l5241,-4.8803,0.0141,LSECs,Treat
l5242,-3.0637,-0.7077,LSECs,Control
l5243,-2.0746,0.4341,LSECs,Control
l5244,-3.0165,0.4432,LSECs,Treat
l5245,-4.0591,0.4358,LSECs,Control
l5246,-2.1022,0.8293,LSECs,Control
l5247,-4.7306,1.0115,LSECs,Treat
l5248,-4.8192,0.1396,LSECs,Control
l5249,-5.6188,0.4497,LSECs,Control
l5250,-2.7021,0.2862,LSECs,Treat
l5251,-5.5177,0.7131,LSECs,Control
l5252,-3.8463,-0.0641,LSECs,Control
l5253,-4.8494,0.1455,LSECs,Treat
l5254,-4.9095,0.4343,LSECs,Control
l5255,-3.6541,1.1798,LSECs,Control
l5256,-6.545,0.6123,LSECs,Treat
l5257,-4.4601,0.476,LSECs,Control
l5258,-4.4436,-0.3385,LSECs,Control
l5259,-3.5052,0.7093,LSECs,Treat
l5260,-5.4112,-0.5965,LSECs,Control
l5261,-2.2675,1.3093,LSECs,Control
l5262,-4.9089,-0.544,LSECs,Treat
l5263,-3.9926,-0.3244,LSECs,Control
l5264,-2.4523,0.669,LSECs,Control
l5265,-3.2936,0.2318,LSECs,Treat
l5266,-4.8693,0.2958,LSECs,Control
l5267,-4.5871,1.127,LSECs,Control
l5268,-4.0676,1.7491,LSECs,Treat
l5269,-4.1658,0.9271,LSECs,Control
l5270,-4.5743,-0.1929,LSECs,Control
l5271,-5.721,-0.5975,LSECs,Treat
l5272,-3.8143,0.3116,LSECs,Control
l5273,-3.8947,1.3562,LSECs,Control
l5274,-2.0581,0.6007,LSECs,Treat
l5275,-4.9221,-0.8367,LSECs,Control
l5276,-2.7608,0.7971,LSECs,Control
l5277,-4.0189,-1.2287,LSECs,Treat
l5278,-4.1758,-0.1655,LSECs,Control
l5279,-4.9017,-0.2395,LSECs,Control
l5280,-5.7922,-0.6926,LSECs,Treat
l5281,-1.2426,0.4775,LSECs,Control
l5282,-4.7417,-0.1246,LSECs,Control
l5283,-4.6817,0.34,LSECs,Treat
l5284,-4.1699,-0.5267,LSECs,Control
l5285,-4.3168,0.2184,LSECs,Control
l5286,-5.0853,0.4711,LSECs,Treat
l5287,-3.904,-0.0389,LSECs,Control
l5288,-5.1548,0.076,LSECs,Control
l5289,-4.0126,0.8722,LSECs,Treat
l5290,-3.1073,1.4798,LSECs,Control
l5291,-6.3857,0.2549,LSECs,Control
l5292,-4.1957,0.7781,LSECs,Treat
l5293,-3.3945,0.7162,LSECs,Control
l5294,-4.3144,-0.2423,LSECs,Control
l5295,-4.9559,0.3899,LSECs,Treat
l5296,-3.9926,0.1599,LSECs,Control
l5297,-5.0775,0.974,LSECs,Control
l5298,-4.6222,1.0743,LSECs,Treat
l5299,-3.5205,-0.1318,LSECs,Control
l5300,-5.519,-1.1929,LSECs,Control
l5301,-2.8426,-0.489,LSECs,Treat
l5302,-5.6109,0.5227,LSECs,Control
l5303,-3.4658,0.553,LSECs,Control
l5304,-4.7974,0.5019,LSECs,Treat
l5305,-5.0832,0.7852,LSECs,Control
l5306,-3.6892,0.3601,LSECs,Control
l5307,-4.5154,0.4478,LSECs,Treat
l5308,-2.6911,-0.2376,LSECs,Control
l5309,-4.3467,0.0334,LSECs,Control
l5310,-4.7872,-0.6294,LSECs,Treat
l5311,-4.2693,0.3464,LSECs,Control
l5312,-4.5367,1.4608,LSECs,Control
l5313,-4.2558,-0.3707,LSECs,Treat
l5314,-5.065,1.1692,LSECs,Control
l5315,-5.2186,-1.1768,LSECs,Control
l5316,-3.8519,-0.2467,LSECs,Treat
