"gene","avg_log2FC","pct.1","pct.2","pct_diff","p_val","p_val_adj","sig","size_value","source","nudge_x","nudge_y"
"bg1006",-2.33123810596567,0.144007415983959,0.555992584016041,-0.411985168032081,0.543866184211569,1,"NS",0.411985168032081,"background",NA,NA
"bg1007",2.23321534250617,0.43351408314884,0.266485916851159,0.167028166297681,0.723260048896307,1,"NS",0.167028166297681,"background",NA,NA
"bg1008",3.32708504604394,0.466130148122114,0.233869851877886,0.232260296244228,0.207438722142251,1,"NS",0.232260296244228,"background",NA,NA
"bg1009",1.45322209927525,0.446380683960515,0.253619316039485,0.192761367921031,0.12548713209806,1,"NS",0.192761367921031,"background",NA,NA
"bg1010",8.57339270223736,0.647589964263936,0.0524100357360644,0.595179928527871,0.354634066831321,1,"NS",0.595179928527871,"background",NA,NA
"bg1011",-2.03923889910847,0.15137169888984,0.548628301110159,-0.397256602220319,0.694736280475743,1,"NS",0.397256602220319,"background",NA,NA
"bg1012",0.161087781297584,0.322520477875011,0.377479522124988,-0.0549590442499771,0.231917265073862,1,"NS",0.0549590442499771,"background",NA,NA
"bg1013",0.894283823310264,0.401362763606017,0.298637236393983,0.102725527212034,0.435537541902158,1,"NS",0.102725527212034,"background",NA,NA
"bg1014",2.79857878186325,0.463350880626372,0.236649119373628,0.226701761252745,0.0424011552589946,0.339209242071956,"NS",0.226701761252745,"background",NA,NA
"bg1015",3.0863622872748,0.489272744243191,0.210727255756808,0.278545488486383,0.47391629061522,1,"NS",0.278545488486383,"background",NA,NA
"bg1016",0.587594490512714,0.476828965031877,0.223171034968123,0.253657930063754,0.323042003057199,1,"NS",0.253657930063754,"background",NA,NA
"bg1017",-4.15142489006057,0.164644598350593,0.535355401649407,-0.370710803298815,0.153391609599115,1,"NS",0.370710803298815,"background",NA,NA
"bg1018",-2.19852906417096,0.183451688032363,0.516548311967638,-0.333096623935275,0.746592438529013,1,"NS",0.333096623935275,"background",NA,NA
"bg1019",4.56258747783434,0.479939950893696,0.220060049106304,0.259879901787392,0.289184078205377,1,"NS",0.259879901787392,"background",NA,NA
"bg1020",-2.76310581706735,0.220393338492631,0.479606661507369,-0.259213323014738,0.496616448220331,1,"NS",0.259213323014738,"background",NA,NA
"bg1021",-1.81600066776439,0.281657174726679,0.418342825273321,-0.136685650546643,0.609240100761177,1,"NS",0.136685650546643,"background",NA,NA
"bg1022",0.525365965895298,0.379490276126618,0.320509723873382,0.0589805522532366,0.0369245592039079,0.295396473631263,"NS",0.0589805522532366,"background",NA,NA
"bg1023",4.39795087803198,0.565704406448795,0.134295593551205,0.43140881289759,0.0918092606163118,0.734474084930494,"NS",0.43140881289759,"background",NA,NA
"bg1024",1.26749740750717,0.373144705449812,0.326855294550188,0.0462894108996241,0.566647175560007,1,"NS",0.0462894108996241,"background",NA,NA
"bg1025",-0.995547199118933,0.19678560776114,0.50321439223886,-0.306428784477721,0.430188334019389,1,"NS",0.306428784477721,"background",NA,NA
"bg1026",1.82898007446068,0.385497471094737,0.314502528905263,0.0709949421894733,0.674970274683321,1,"NS",0.0709949421894733,"background",NA,NA
"bg1027",2.93375338809988,0.525488751783698,0.174511248216302,0.350977503567395,0.0569871123372577,0.455896898698062,"NS",0.350977503567395,"background",NA,NA
"bg1028",5.79130575872555,0.56141222342666,0.13858777657334,0.422824446853319,0.126647139548557,1,"NS",0.422824446853319,"background",NA,NA
"bg1029",-2.05077623177073,0.213007626526636,0.486992373473364,-0.273984746946729,0.624644241185626,1,"NS",0.273984746946729,"background",NA,NA
"bg1030",-3.86943672720259,0.10255362669389,0.59744637330611,-0.49489274661222,0.174014041829156,1,"NS",0.49489274661222,"background",NA,NA
"bg1031",-1.75997895842354,0.173483169989919,0.526516830010081,-0.353033660020162,0.79067992312042,1,"NS",0.353033660020162,"background",NA,NA
"bg1032",3.20100720357412,0.472579090651479,0.227420909348521,0.245158181302958,0.355155361096375,1,"NS",0.245158181302958,"background",NA,NA
"bg1033",5.10949985036389,0.591311918474596,0.108688081525404,0.482623836949193,0.429538682356942,1,"NS",0.482623836949193,"background",NA,NA
"bg1034",3.59170919609554,0.576439309011177,0.123560690988823,0.452878618022354,0.605705333935795,1,"NS",0.452878618022354,"background",NA,NA
"bg1035",-4.66029938547038,0.0472319129048626,0.652768087095137,-0.605536174190275,0.0573247669134289,0.458598135307431,"NS",0.605536174190275,"background",NA,NA
"bg1036",3.82620540438756,0.43579619448587,0.264203805514129,0.171592388971741,0.158595492506633,1,"NS",0.171592388971741,"background",NA,NA
"bg1037",7.29530697920676,0.643516603799203,0.0564833962007973,0.587033207598405,0.0608264240056742,0.486611392045394,"NS",0.587033207598405,"background",NA,NA
"bg1038",2.39734873277372,0.386465001427913,0.313534998572087,0.0729300028558268,0.304024884738727,1,"NS",0.0729300028558268,"background",NA,NA
"bg1039",-1.03176794367771,0.2806505133208,0.4193494866792,-0.1386989733584,0.695482282784302,1,"NS",0.1386989733584,"background",NA,NA
"bg1040",0.855524670535041,0.438500667835208,0.261499332164791,0.177001335670417,0.339411302090157,1,"NS",0.177001335670417,"background",NA,NA
"bg1041",-1.84527394711212,0.216555691547108,0.483444308452892,-0.266888616905783,0.222856496642809,1,"NS",0.266888616905783,"background",NA,NA
"bg1042",-2.80524767497141,0.271964094895067,0.428035905104933,-0.156071810209867,0.470093885692302,1,"NS",0.156071810209867,"background",NA,NA
"bg1043",-0.905507176863178,0.335152238986653,0.364847761013347,-0.0296955220266938,0.403200106094824,1,"NS",0.0296955220266938,"background",NA,NA
"bg1044",0.744235044724616,0.444428962631797,0.255571037368203,0.188857925263595,0.370182589422446,1,"NS",0.188857925263595,"background",NA,NA
"bg1045",-3.09240513232645,0.174631233258395,0.525368766741605,-0.350737533483211,0.613154536674498,1,"NS",0.350737533483211,"background",NA,NA
"bg1046",2.57827081297386,0.438833624045141,0.261166375954859,0.177667248090283,0.549987562549766,1,"NS",0.177667248090283,"background",NA,NA
"bg1047",-3.310727163663,0.168152844779297,0.531847155220703,-0.363694310441406,0.187099944327259,1,"NS",0.363694310441406,"background",NA,NA
"bg1048",-4.57246242189428,0.163254284439263,0.536745715560737,-0.373491431121473,0.750842546478845,1,"NS",0.373491431121473,"background",NA,NA
"bg1049",0.657796258184383,0.448030974025872,0.251969025974128,0.196061948051743,0.429060721196234,1,"NS",0.196061948051743,"background",NA,NA
"bg1050",3.73451857078323,0.505885184913747,0.194114815086253,0.311770369827494,0.143671505254228,1,"NS",0.311770369827494,"background",NA,NA
"bg1051",8.62239398885054,0.656910278822229,0.0430897211777714,0.613820557644457,0.357951150727691,1,"NS",0.613820557644457,"background",NA,NA
"bg1052",0.9878756065453,0.295633605664788,0.404366394335212,-0.108732788670424,0.338486930184299,1,"NS",0.108732788670424,"background",NA,NA
"bg1053",8.94403461417911,0.603384957975449,0.096615042024551,0.506769915950898,0.67654287399305,1,"NS",0.506769915950898,"background",NA,NA
"bg1054",-2.30243331111986,0.143906165145852,0.556093834854148,-0.412187669708296,0.65014288736973,1,"NS",0.412187669708296,"background",NA,NA
"bg1055",1.48118129793028,0.411146794748239,0.288853205251761,0.122293589496478,0.123237131337635,0.985897050701082,"NS",0.122293589496478,"background",NA,NA
"bg1056",-0.24683190058742,0.222916474925902,0.477083525074098,-0.254167050148195,0.702538571909303,1,"NS",0.254167050148195,"background",NA,NA
"bg1057",1.53334067685257,0.566970083637527,0.133029916362473,0.433940167275054,0.47924097394105,1,"NS",0.433940167275054,"background",NA,NA
"bg1058",0.705281016003841,0.418388003933936,0.281611996066064,0.136776007867872,0.269927218064899,1,"NS",0.136776007867872,"background",NA,NA
"bg1059",1.77646128122414,0.459198623363332,0.240801376636668,0.218397246726665,0.713430549363606,1,"NS",0.218397246726665,"background",NA,NA
"bg1060",-2.3515365391881,0.201351546106121,0.498648453893879,-0.297296907787758,0.00711303835175931,0.0569043068140745,"NS",0.297296907787758,"background",NA,NA
"bg1061",2.24302356233079,0.544268365748331,0.155731634251669,0.388536731496662,0.607347201771103,1,"NS",0.388536731496662,"background",NA,NA
"bg1062",0.319431576680765,0.347433189155201,0.352566810844799,-0.00513362168959848,0.695448366045719,1,"NS",0.00513362168959848,"background",NA,NA
"bg1063",1.67213362000143,0.433546999990043,0.266453000009957,0.167093999980085,0.644147412298946,1,"NS",0.167093999980085,"background",NA,NA
"bg1064",-3.12908314161853,0.167729109259387,0.532270890740613,-0.364541781481226,0.53794969372917,1,"NS",0.364541781481226,"background",NA,NA
"bg1065",-1.46083457014628,0.210555650255903,0.489444349744097,-0.278888699488195,0.393824138228083,1,"NS",0.278888699488195,"background",NA,NA
"bg1066",-3.35302297681953,0.0847424384100103,0.61525756158999,-0.530515123179979,0.161571332159452,1,"NS",0.530515123179979,"background",NA,NA
"bg1067",0.286096200902602,0.34537075893248,0.35462924106752,-0.00925848213503987,0.02249404703849,0.17995237630792,"NS",0.00925848213503987,"background",NA,NA
"bg1068",-2.86099924703051,0.209543123907669,0.490456876092331,-0.280913752184663,0.344578499177471,1,"NS",0.280913752184663,"background",NA,NA
"bg1069",-3.32978016241409,0.119053297656539,0.580946702343461,-0.461893404686922,0.462862192315049,1,"NS",0.461893404686922,"background",NA,NA
"bg1070",-1.88510604075149,0.189645624024797,0.510354375975203,-0.320708751950406,0.742116652008379,1,"NS",0.320708751950406,"background",NA,NA
"bg1071",1.4664647118342,0.411109671080451,0.288890328919549,0.122219342160901,0.606219106567791,1,"NS",0.122219342160901,"background",NA,NA
"bg1072",1.36246396723558,0.320251222514722,0.379748777485278,-0.0594975549705565,0.725136919210432,1,"NS",0.0594975549705565,"background",NA,NA
"bg1073",2.08766493807944,0.51726697702985,0.182733022970149,0.334533954059701,0.00391361503093503,0.0313089202474803,"NS",0.334533954059701,"background",NA,NA
"bg1074",1.07549521724821,0.476607233705527,0.223392766294472,0.253214467411055,0.245907318763901,1,"NS",0.253214467411055,"background",NA,NA
"bg1075",4.29723791113448,0.60424150495895,0.0957584950410504,0.508483009917899,0.524711120236665,1,"NS",0.508483009917899,"background",NA,NA
"bg1076",0.916011038611844,0.309385751350988,0.390614248649012,-0.0812284972980245,0.69688146931096,1,"NS",0.0812284972980245,"background",NA,NA
"bg1077",5.43191342129679,0.619672329167714,0.0803276708322859,0.539344658335428,0.531862062468659,1,"NS",0.539344658335428,"background",NA,NA
"bg1078",-5.42296060436809,0.179760987515187,0.520239012484813,-0.340478024969626,0.42483116044593,1,"NS",0.340478024969626,"background",NA,NA
"bg1079",1.50528394700045,0.438995989079582,0.261004010920418,0.177991978159163,0.119254734143382,0.954037873147056,"NS",0.177991978159163,"background",NA,NA
"bg1080",-0.747750872296002,0.290805430773408,0.409194569226592,-0.118389138453184,0.578762294595595,1,"NS",0.118389138453184,"background",NA,NA
"bg1081",4.60573756485021,0.583219189496793,0.116780810503207,0.466438378993587,0.461822766881669,1,"NS",0.466438378993587,"background",NA,NA
"bg1082",5.63153358940423,0.677052036821698,0.0229479631783022,0.654104073643396,0.799134341367986,1,"NS",0.654104073643396,"background",NA,NA
"bg1083",2.28465274853021,0.292325940763825,0.407674059236175,-0.11534811847235,0.369874219023855,1,"NS",0.11534811847235,"background",NA,NA
"bg1084",-5.42135162339958,0.0690950251356499,0.63090497486435,-0.5618099497287,0.748340808573412,1,"NS",0.5618099497287,"background",NA,NA
"bg1085",6.20797458414019,0.603301533181497,0.0966984668185032,0.506603066362993,0.455766614228487,1,"NS",0.506603066362993,"background",NA,NA
"bg1086",3.51237158729075,0.441975809576021,0.258024190423979,0.183951619152042,0.14411108156736,1,"NS",0.183951619152042,"background",NA,NA
"bg1087",-3.99461431369865,0.1024413664989,0.5975586335011,-0.4951172670022,0.570602668107953,1,"NS",0.4951172670022,"background",NA,NA
"bg1088",-1.73276564716869,0.174531597778472,0.525468402221528,-0.350936804443057,0.264258132421644,1,"NS",0.350936804443057,"background",NA,NA
"bg1089",-3.32440078035879,0.240138095483428,0.459861904516572,-0.219723809033144,0.759636163737625,1,"NS",0.219723809033144,"background",NA,NA
"bg1090",4.5443992774842,0.502232301795844,0.197767698204156,0.304464603591689,0.433886679062853,1,"NS",0.304464603591689,"background",NA,NA
"bg1091",-2.2206800019454,0.233731751528191,0.466268248471809,-0.232536496943617,0.268483986118576,1,"NS",0.232536496943617,"background",NA,NA
"bg1092",1.45708564421598,0.4195633083038,0.2804366916962,0.139126616607601,0.488325061629759,1,"NS",0.139126616607601,"background",NA,NA
"bg1093",0.933012791507892,0.455263054723561,0.244736945276439,0.210526109447123,0.333104470626218,1,"NS",0.210526109447123,"background",NA,NA
"bg1094",-3.21285934359866,0.235591178666652,0.464408821333348,-0.228817642666696,0.605148233036278,1,"NS",0.228817642666696,"background",NA,NA
"bg1095",-2.75224453074963,0.231321461870736,0.468678538129263,-0.237357076258527,0.718054232933559,1,"NS",0.237357076258527,"background",NA,NA
"bg1096",-4.21144120525197,0.170214587950335,0.529785412049665,-0.35957082409933,0.554887142083375,1,"NS",0.35957082409933,"background",NA,NA
"bg1097",3.1912694567986,0.470090376358981,0.229909623641019,0.240180752717962,0.301064326658612,1,"NS",0.240180752717962,"background",NA,NA
"bg1098",8.15123861741692,0.613937867995442,0.0860621320045579,0.527875735990884,0.789241211930057,1,"NS",0.527875735990884,"background",NA,NA
"bg1099",1.31368200787233,0.310541564773448,0.389458435226552,-0.0789168704531049,0.760891582932323,1,"NS",0.0789168704531049,"background",NA,NA
"bg1100",3.17617301069941,0.546817546906731,0.153182453093269,0.393635093813462,0.778217872852692,1,"NS",0.393635093813462,"background",NA,NA
"bg1101",-2.57232964459938,0.273448139059208,0.426551860940792,-0.153103721881584,0.684673332386883,1,"NS",0.153103721881584,"background",NA,NA
"bg1102",-0.153970137599526,0.353485318585276,0.346514681414724,0.00697063717055153,0.411385745020816,1,"NS",0.00697063717055153,"background",NA,NA
"bg1103",-1.98135507536817,0.154431550641452,0.545568449358548,-0.391136898717096,0.603308283686405,1,"NS",0.391136898717096,"background",NA,NA
"bg1104",-4.29730878980775,0.106384201098774,0.593615798901226,-0.487231597802451,0.0553474240491632,0.442779392393306,"NS",0.487231597802451,"background",NA,NA
"bg1105",5.09057444223171,0.554163471857645,0.145836528142355,0.40832694371529,0.453036758876871,1,"NS",0.40832694371529,"background",NA,NA
"bg1106",3.00550143765416,0.488131364714208,0.211868635285792,0.276262729428415,0.507768534617498,1,"NS",0.276262729428415,"background",NA,NA
"bg1107",0.997846338105384,0.432211132862444,0.267788867137556,0.164422265724887,0.518966119155753,1,"NS",0.164422265724887,"background",NA,NA
"bg1108",-1.48031768885744,0.261445784361178,0.438554215638822,-0.177108431277644,0.0993992499012966,0.795193999210373,"NS",0.177108431277644,"background",NA,NA
"bg1109",3.35646471856358,0.522886955875742,0.177113044124258,0.345773911751485,0.630013873673044,1,"NS",0.345773911751485,"background",NA,NA
"bg1110",-2.99580144139926,0.234695751097579,0.465304248902421,-0.230608497804842,0.0559825771462638,0.44786061717011,"NS",0.230608497804842,"background",NA,NA
"bg1111",0.732572822190758,0.391342886942187,0.308657113057813,0.0826857738843736,0.152404020778369,1,"NS",0.0826857738843736,"background",NA,NA
"bg1112",1.54780864270391,0.478128131077627,0.221871868922373,0.256256262155254,0.724579586515436,1,"NS",0.256256262155254,"background",NA,NA
"bg1113",0.34807752424783,0.331120533122369,0.368879466877631,-0.0377589337552621,0.137118394628866,1,"NS",0.0377589337552621,"background",NA,NA
"bg1114",2.92768534795997,0.384693100947803,0.315306899052197,0.0693862018956056,0.680617200418375,1,"NS",0.0693862018956056,"background",NA,NA
"bg1115",0.292980268098485,0.412735949535541,0.287264050464459,0.125471899071082,0.0155507582093123,0.124406065674499,"NS",0.125471899071082,"background",NA,NA
"bg1116",-5.13419651693515,0.156962456921698,0.543037543078302,-0.386075086156605,0.0652658234729897,0.522126587783918,"NS",0.386075086156605,"background",NA,NA
"bg1117",-3.63046247398432,0.307806902316476,0.392193097683524,-0.0843861953670472,0.324569931694772,1,"NS",0.0843861953670472,"background",NA,NA
"bg1118",2.37040520524908,0.479964030938984,0.220035969061016,0.259928061877968,0.195519819095498,1,"NS",0.259928061877968,"background",NA,NA
"bg1119",0.172736701459425,0.417978572758077,0.282021427241923,0.135957145516155,0.528680688499939,1,"NS",0.135957145516155,"background",NA,NA
