cell,umap_1,umap_2,RNA_snn_res.0.5,newMainCellTypes
cell_02941,0.90522,-5.56500,13,Endothelial
cell_02942,1.92144,-5.37152,13,Endothelial
cell_02943,0.71793,-6.41117,13,Endothelial
cell_02944,1.21403,-5.23816,13,Endothelial
cell_02945,1.75607,-4.83895,13,Endothelial
cell_02946,1.48135,-4.52237,13,Endothelial
cell_02947,1.18961,-6.71590,13,Endothelial
cell_02948,1.09441,-5.10765,13,Endothelial
cell_02949,2.37774,-5.93650,13,Endothelial
cell_02950,2.04550,-4.96151,13,Endothelial
cell_02951,2.10139,-4.58556,13,Endothelial
cell_02952,1.56935,-5.35078,13,Endothelial
cell_02953,1.70319,-6.20491,13,Endothelial
cell_02954,1.29001,-5.02174,13,Endothelial
cell_02955,2.27913,-4.50807,13,Endothelial
cell_02956,1.44102,-5.77606,13,Endothelial
cell_02957,1.16537,-5.08750,13,Endothelial
cell_02958,2.19081,-4.76541,13,Endothelial
cell_02959,1.36213,-5.90482,13,Endothelial
cell_02960,3.78396,-4.86985,13,Endothelial
cell_02961,1.27948,-4.18787,13,Endothelial
cell_02962,1.08495,-5.79904,13,Endothelial
cell_02963,3.45083,-6.15882,13,Endothelial
cell_02964,2.17038,-4.33592,13,Endothelial
cell_02965,2.71661,-5.19725,13,Endothelial
cell_02966,0.88810,-4.74428,13,Endothelial
cell_02967,2.67996,-5.63260,13,Endothelial
cell_02968,1.44746,-4.78475,13,Endothelial
cell_02969,1.64522,-5.06445,13,Endothelial
cell_02970,0.86888,-4.59235,13,Endothelial
cell_02971,2.15888,-5.17915,13,Endothelial
cell_02972,2.64928,-5.27873,13,Endothelial
cell_02973,0.15800,-5.94082,13,Endothelial
cell_02974,2.33772,-3.71728,13,Endothelial
cell_02975,1.99952,-5.04047,13,Endothelial
cell_02976,0.59571,-5.97813,13,Endothelial
cell_02977,1.41054,-5.50640,13,Endothelial
cell_02978,1.34373,-4.33186,13,Endothelial
cell_02979,2.05943,-5.71293,13,Endothelial
cell_02980,0.35530,-5.38289,13,Endothelial
cell_02981,2.33238,-3.96428,13,Endothelial
cell_02982,1.02114,-5.69408,13,Endothelial
cell_02983,2.50157,-5.32199,13,Endothelial
cell_02984,1.26916,-5.38990,13,Endothelial
cell_02985,3.73211,-5.23351,13,Endothelial
cell_02986,2.11610,-3.79365,13,Endothelial
cell_02987,0.44391,-5.55927,13,Endothelial
cell_02988,2.34581,-5.53887,13,Endothelial
cell_02989,0.16349,-4.92404,13,Endothelial
cell_02990,1.79429,-6.23698,13,Endothelial
cell_02991,1.24619,-3.93000,13,Endothelial
cell_02992,2.19730,-6.25448,13,Endothelial
cell_02993,2.66743,-4.19776,13,Endothelial
cell_02994,1.49902,-6.04904,13,Endothelial
cell_02995,1.70305,-5.51360,13,Endothelial
cell_02996,2.23596,-3.95081,13,Endothelial
cell_02997,1.24237,-4.80445,13,Endothelial
cell_02998,2.27655,-6.61978,13,Endothelial
cell_02999,0.70670,-6.78492,13,Endothelial
cell_03000,0.56288,-5.55942,13,Endothelial
cell_03001,3.01183,-5.46676,13,Endothelial
cell_03002,2.87145,-4.00730,13,Endothelial
cell_03003,0.75325,-3.81558,13,Endothelial
cell_03004,1.79619,-6.04613,13,Endothelial
cell_03005,0.98235,-5.33567,13,Endothelial
cell_03006,1.50671,-5.49182,13,Endothelial
cell_03007,1.43767,-4.66289,13,Endothelial
cell_03008,2.15793,-7.23592,13,Endothelial
cell_03009,1.55986,-4.49209,13,Endothelial
cell_03010,2.30234,-5.44698,13,Endothelial
cell_03011,0.40434,-5.67243,13,Endothelial
cell_03012,2.24267,-5.17668,13,Endothelial
cell_03013,0.40809,-4.62655,13,Endothelial
cell_03014,1.64583,-6.08182,13,Endothelial
cell_03015,1.64143,-5.71385,13,Endothelial
cell_03016,0.67499,-5.57771,13,Endothelial
cell_03017,1.98003,-4.71271,13,Endothelial
cell_03018,1.09018,-3.26361,13,Endothelial
cell_03019,0.29971,-5.69880,13,Endothelial
cell_03020,1.64006,-5.96360,13,Endothelial
cell_03021,0.96961,-3.92651,13,Endothelial
cell_03022,1.90302,-5.28460,13,Endothelial
cell_03023,2.20154,-4.86187,13,Endothelial
cell_03024,0.75060,-5.24653,13,Endothelial
cell_03025,2.16183,-4.96864,13,Endothelial
cell_03026,1.29375,-5.85326,13,Endothelial
cell_03027,1.13456,-4.76888,13,Endothelial
cell_03028,1.56271,-6.48064,13,Endothelial
cell_03029,1.50290,-5.03963,13,Endothelial
cell_03030,1.74445,-6.07302,13,Endothelial
cell_03031,1.09312,-4.68765,13,Endothelial
cell_03032,2.63133,-5.64685,13,Endothelial
cell_03033,2.68562,-4.95408,13,Endothelial
cell_03034,1.30714,-5.11669,13,Endothelial
cell_03035,1.43743,-5.06619,13,Endothelial
cell_03036,-0.17132,-4.92049,13,Endothelial
cell_03037,1.81965,-4.98779,13,Endothelial
cell_03038,2.02399,-4.84601,13,Endothelial
cell_03039,2.50241,-4.94922,13,Endothelial
cell_03040,0.85485,-5.16909,13,Endothelial
cell_03041,1.96198,-5.26571,13,Endothelial
cell_03042,1.13422,-5.55878,13,Endothelial
cell_03043,0.85307,-4.71920,13,Endothelial
cell_03044,1.03200,-4.75546,13,Endothelial
cell_03045,0.46971,-4.40384,13,Endothelial
cell_03046,2.81338,-7.16186,13,Endothelial
cell_03047,1.24096,-4.37109,13,Endothelial
cell_03048,1.51917,-5.72912,13,Endothelial
cell_03049,1.25068,-4.96797,13,Endothelial
cell_03050,1.54825,-5.99671,13,Endothelial
cell_03051,1.58152,-5.87938,13,Endothelial
cell_03052,0.84380,-5.90746,13,Endothelial
cell_03053,2.01037,-5.84845,13,Endothelial
cell_03054,2.31899,-5.32031,13,Endothelial
cell_03055,0.87441,-5.13773,13,Endothelial
cell_03056,0.74104,-4.73747,13,Endothelial
cell_03057,0.62675,-5.25463,13,Endothelial
cell_03058,2.44198,-5.95263,13,Endothelial
cell_03059,2.15638,-5.38818,13,Endothelial
cell_03060,0.79731,-4.63831,13,Endothelial
cell_03061,0.32508,-6.09572,20,Endothelial
cell_03062,0.02405,-6.85579,20,Endothelial
cell_03063,0.73015,-5.82296,20,Endothelial
cell_03064,0.10860,-5.96571,20,Endothelial
cell_03065,-1.25265,-5.57913,20,Endothelial
cell_03066,-1.51780,-5.65122,20,Endothelial
cell_03067,-0.37624,-4.33149,20,Endothelial
cell_03068,-0.77980,-4.15687,20,Endothelial
cell_03069,0.76820,-4.80917,20,Endothelial
cell_03070,0.68040,-5.74755,20,Endothelial
cell_03071,-0.64101,-6.19486,20,Endothelial
cell_03072,0.82950,-6.33762,20,Endothelial
cell_03073,0.66585,-4.34486,20,Endothelial
cell_03074,-0.98887,-5.32580,20,Endothelial
cell_03075,0.11905,-5.58465,20,Endothelial
cell_03076,-0.50993,-5.98839,20,Endothelial
cell_03077,1.59208,-4.86521,20,Endothelial
cell_03078,-0.79823,-6.24505,20,Endothelial
cell_03079,-0.49613,-6.55627,20,Endothelial
cell_03080,-1.89083,-5.08095,20,Endothelial
cell_03081,1.45998,-5.97301,20,Endothelial
cell_03082,0.11229,-5.89015,20,Endothelial
cell_03083,0.75437,-4.53803,20,Endothelial
cell_03084,0.25973,-4.92551,20,Endothelial
cell_03085,0.86844,-5.29565,20,Endothelial
cell_03086,0.11293,-4.69032,20,Endothelial
cell_03087,0.30516,-5.87047,20,Endothelial
cell_03088,0.92137,-5.68175,20,Endothelial
cell_03089,1.42443,-5.95103,20,Endothelial
cell_03090,0.51845,-5.50245,20,Endothelial
cell_03091,1.25829,-7.32927,20,Endothelial
cell_03092,1.04224,-5.79772,20,Endothelial
cell_03093,0.08581,-5.78893,20,Endothelial
cell_03094,-0.30071,-6.39187,20,Endothelial
cell_03095,0.66269,-5.48577,20,Endothelial
cell_03096,-0.32175,-4.93433,20,Endothelial
cell_03097,0.56764,-4.35571,20,Endothelial
cell_03098,1.28793,-7.05669,20,Endothelial
cell_03099,0.91292,-5.27434,20,Endothelial
cell_03100,0.38478,-5.36840,20,Endothelial
cell_03101,0.25012,-5.33462,20,Endothelial
cell_03102,-0.58009,-6.40889,20,Endothelial
cell_03103,-1.40995,-6.55349,20,Endothelial
cell_03104,0.63647,-5.59004,20,Endothelial
cell_03105,-1.99104,-4.79292,20,Endothelial
cell_03106,0.63432,-4.98140,20,Endothelial
cell_03107,-0.00846,-5.39886,20,Endothelial
cell_03108,-0.27813,-5.46177,20,Endothelial
cell_03109,-1.44908,-4.79677,20,Endothelial
cell_03110,0.19729,-5.39380,20,Endothelial
cell_03111,0.77882,-6.05539,20,Endothelial
cell_03112,0.47519,-5.15899,20,Endothelial
cell_03113,0.65049,-5.78414,20,Endothelial
cell_03114,0.92769,-6.00506,20,Endothelial
cell_03115,1.16470,-5.51449,20,Endothelial
cell_03116,-0.05242,-5.85099,20,Endothelial
cell_03117,0.33051,-5.04865,20,Endothelial
cell_03118,2.61732,-4.49586,20,Endothelial
cell_03119,0.53344,-5.48417,20,Endothelial
cell_03120,0.52902,-5.72283,20,Endothelial
cell_03121,0.09119,-5.58135,20,Endothelial
cell_03122,-0.38674,-6.56673,20,Endothelial
cell_03123,0.63698,-4.60267,20,Endothelial
cell_03124,-0.97085,-5.78631,20,Endothelial
cell_03125,0.36246,-5.44168,20,Endothelial
cell_03126,0.71025,-5.16255,20,Endothelial
cell_03127,0.46066,-4.37711,20,Endothelial
cell_03128,1.03713,-5.83558,20,Endothelial
cell_03129,-0.60327,-4.88688,20,Endothelial
cell_03130,0.87367,-4.91020,20,Endothelial
cell_03131,0.21320,-5.99095,20,Endothelial
cell_03132,1.25025,-5.15116,20,Endothelial
cell_03133,-0.28264,-3.96206,20,Endothelial
cell_03134,1.28353,-5.04529,20,Endothelial
cell_03135,0.24206,-4.44036,20,Endothelial
cell_03136,-0.12344,-5.33786,20,Endothelial
cell_03137,0.95873,-5.85433,20,Endothelial
cell_03138,-0.26365,-4.83650,20,Endothelial
cell_03139,-0.14863,-5.23823,20,Endothelial
cell_03140,1.59518,-5.90764,20,Endothelial
cell_03141,-0.57538,-6.43699,20,Endothelial
cell_03142,0.32562,-5.06062,20,Endothelial
cell_03143,0.87268,-5.38803,20,Endothelial
cell_03144,0.88227,-5.55748,20,Endothelial
cell_03145,1.50579,-5.62075,20,Endothelial
cell_03146,0.19919,-4.88025,20,Endothelial
cell_03147,1.45319,-5.54186,20,Endothelial
cell_03148,-0.35541,-5.63809,20,Endothelial
cell_03149,0.39901,-5.00358,20,Endothelial
cell_03150,-0.24024,-5.92675,20,Endothelial
cell_03151,0.05433,-5.90013,20,Endothelial
cell_03152,0.68932,-5.88855,20,Endothelial
cell_03153,2.60613,-4.45679,20,Endothelial
cell_03154,0.10716,-4.85329,20,Endothelial
cell_03155,-0.08113,-5.21799,20,Endothelial
cell_03156,-0.31724,-5.34246,20,Endothelial
cell_03157,0.21778,-5.94534,20,Endothelial
cell_03158,-0.30658,-5.77491,20,Endothelial
cell_03159,0.40540,-5.86981,20,Endothelial
cell_03160,-0.07509,-5.37045,20,Endothelial
cell_03161,0.33848,-5.55780,20,Endothelial
cell_03162,1.72339,-5.60229,20,Endothelial
cell_03163,-0.09747,-5.21769,20,Endothelial
cell_03164,0.29591,-5.71958,20,Endothelial
cell_03165,1.38860,-6.13785,20,Endothelial
cell_03166,0.93688,-6.09193,20,Endothelial
cell_03167,-1.27412,-4.98149,20,Endothelial
cell_03168,0.69473,-5.91638,20,Endothelial
cell_03169,0.96527,-5.06706,20,Endothelial
cell_03170,0.12496,-5.31488,20,Endothelial
cell_03171,-0.01429,-6.44836,20,Endothelial
cell_03172,-0.86020,-5.89406,20,Endothelial
cell_03173,1.44418,-4.85034,20,Endothelial
cell_03174,1.01067,-5.55307,20,Endothelial
cell_03175,0.76429,-6.95803,20,Endothelial
cell_03176,-0.16659,-6.47115,20,Endothelial
cell_03177,-0.15065,-5.36734,20,Endothelial
cell_03178,1.14121,-5.47428,20,Endothelial
cell_03179,1.89454,-5.91607,20,Endothelial
cell_03180,0.34173,-5.19896,20,Endothelial
cell_03181,0.64672,-5.51344,20,Endothelial
cell_03182,-0.79360,-5.60522,20,Endothelial
cell_03183,-0.15750,-6.31583,20,Endothelial
cell_03184,-1.35962,-5.19745,20,Endothelial
cell_03185,-1.74171,-6.14624,20,Endothelial
cell_03186,-0.71167,-6.29650,20,Endothelial
cell_03187,0.10657,-5.29026,20,Endothelial
cell_03188,-0.96158,-6.09524,20,Endothelial
cell_03189,-0.28908,-5.96650,20,Endothelial
cell_03190,-0.64351,-6.80747,20,Endothelial
cell_03191,-0.11928,-5.77129,20,Endothelial
cell_03192,0.83396,-5.05636,20,Endothelial
cell_03193,0.36126,-4.88559,20,Endothelial
cell_03194,-0.07031,-5.74420,20,Endothelial
cell_03195,-0.86566,-5.84565,20,Endothelial
cell_03196,0.24555,-5.52059,20,Endothelial
cell_03197,-1.22887,-6.41134,20,Endothelial
cell_03198,1.00866,-5.20691,20,Endothelial
cell_03199,0.80082,-4.58837,20,Endothelial
cell_03200,-1.06092,-5.11715,20,Endothelial
cell_03201,0.19184,-5.61443,20,Endothelial
cell_03202,1.54324,-5.56233,20,Endothelial
cell_03203,-0.36384,-5.90312,20,Endothelial
cell_03204,0.64410,-5.55352,20,Endothelial
cell_03205,0.62781,-5.64637,20,Endothelial
cell_03206,-0.62188,-6.51675,20,Endothelial
cell_03207,-0.91752,-5.93736,20,Endothelial
cell_03208,0.44517,-6.07851,20,Endothelial
cell_03209,-0.78317,-4.86605,20,Endothelial
cell_03210,-0.82288,-4.63674,20,Endothelial
cell_03211,0.68376,-5.18180,20,Endothelial
cell_03212,-1.42417,-5.64994,20,Endothelial
cell_03213,0.80730,-4.53203,20,Endothelial
cell_03214,-0.44409,-5.59991,20,Endothelial
cell_03215,-0.66263,-5.76422,20,Endothelial
cell_03216,0.49358,-6.91023,20,Endothelial
cell_03217,1.10227,-5.57364,20,Endothelial
cell_03218,0.55085,-5.42283,20,Endothelial
cell_03219,-0.59464,-6.46304,20,Endothelial
cell_03220,1.30911,-5.04788,20,Endothelial
cell_03221,0.60502,-5.93080,20,Endothelial
cell_03222,0.74976,-6.20896,20,Endothelial
cell_03223,0.64978,-5.19736,20,Endothelial
cell_03224,0.60477,-5.72248,20,Endothelial
cell_03225,-0.34201,-5.85557,20,Endothelial
cell_03226,-0.30498,-5.14279,20,Endothelial
cell_03227,0.54920,-6.46769,20,Endothelial
cell_03228,1.47604,-6.29762,20,Endothelial
cell_03229,-0.58861,-6.18691,20,Endothelial
cell_03230,1.29155,-4.15845,20,Endothelial
cell_03231,-0.30304,-6.18243,20,Endothelial
cell_03232,0.87441,-7.12922,20,Endothelial
cell_03233,-0.66761,-4.84870,20,Endothelial
cell_03234,0.04468,-4.95723,20,Endothelial
cell_03235,0.78037,-5.42219,20,Endothelial
cell_03236,0.04892,-5.15844,20,Endothelial
cell_03237,-0.57094,-5.15433,20,Endothelial
cell_03238,-0.76836,-5.46492,20,Endothelial
cell_03239,1.87858,-5.51841,20,Endothelial
cell_03240,-0.35205,-6.49712,20,Endothelial
cell_03241,-8.71538,-2.03555,17,Pericyte & Smooth muscle
cell_03242,-9.49656,-2.58073,17,Pericyte & Smooth muscle
cell_03243,-8.65928,-0.92437,17,Pericyte & Smooth muscle
cell_03244,-7.97847,-1.03776,17,Pericyte & Smooth muscle
cell_03245,-9.79180,-2.45569,17,Pericyte & Smooth muscle
cell_03246,-8.07425,-2.42845,17,Pericyte & Smooth muscle
cell_03247,-10.85766,-1.79733,17,Pericyte & Smooth muscle
cell_03248,-9.95865,-2.61269,17,Pericyte & Smooth muscle
cell_03249,-10.19874,-1.57426,17,Pericyte & Smooth muscle
cell_03250,-8.80875,-1.84207,17,Pericyte & Smooth muscle
cell_03251,-10.78606,-1.63557,17,Pericyte & Smooth muscle
cell_03252,-9.35824,-1.90713,17,Pericyte & Smooth muscle
cell_03253,-8.91299,-1.10957,17,Pericyte & Smooth muscle
cell_03254,-9.17475,-2.81501,17,Pericyte & Smooth muscle
cell_03255,-8.72972,-2.35598,17,Pericyte & Smooth muscle
cell_03256,-8.43264,-2.45508,17,Pericyte & Smooth muscle
cell_03257,-10.11994,-1.67391,17,Pericyte & Smooth muscle
cell_03258,-8.19318,-2.01533,17,Pericyte & Smooth muscle
cell_03259,-10.53858,-2.30529,17,Pericyte & Smooth muscle
cell_03260,-8.78234,-2.87377,17,Pericyte & Smooth muscle
cell_03261,-8.66533,-1.57219,17,Pericyte & Smooth muscle
cell_03262,-9.18313,-2.52559,17,Pericyte & Smooth muscle
cell_03263,-8.61257,-1.50339,17,Pericyte & Smooth muscle
cell_03264,-8.98204,-3.09572,17,Pericyte & Smooth muscle
cell_03265,-9.61775,-3.20461,17,Pericyte & Smooth muscle
cell_03266,-10.24352,-2.49058,17,Pericyte & Smooth muscle
cell_03267,-9.11474,-2.10782,17,Pericyte & Smooth muscle
cell_03268,-9.59812,-1.48613,17,Pericyte & Smooth muscle
cell_03269,-9.31481,-1.83822,17,Pericyte & Smooth muscle
cell_03270,-8.43454,-0.83615,17,Pericyte & Smooth muscle
cell_03271,-9.20832,-2.74151,17,Pericyte & Smooth muscle
cell_03272,-10.12962,-1.08993,17,Pericyte & Smooth muscle
cell_03273,-8.77428,-1.98700,17,Pericyte & Smooth muscle
cell_03274,-9.72689,-1.87178,17,Pericyte & Smooth muscle
cell_03275,-9.63630,-2.53096,17,Pericyte & Smooth muscle
cell_03276,-9.26047,-3.73917,17,Pericyte & Smooth muscle
cell_03277,-10.21204,-3.64639,17,Pericyte & Smooth muscle
cell_03278,-8.62983,-2.89531,17,Pericyte & Smooth muscle
cell_03279,-8.48892,-2.41724,17,Pericyte & Smooth muscle
cell_03280,-10.29223,-2.42156,17,Pericyte & Smooth muscle
cell_03281,-9.13570,-1.88910,17,Pericyte & Smooth muscle
cell_03282,-9.05292,-3.01560,17,Pericyte & Smooth muscle
cell_03283,-7.47395,-2.28921,17,Pericyte & Smooth muscle
cell_03284,-9.44605,-2.55806,17,Pericyte & Smooth muscle
cell_03285,-8.51253,-2.16701,17,Pericyte & Smooth muscle
cell_03286,-8.47738,-1.19763,17,Pericyte & Smooth muscle
cell_03287,-8.74306,-2.32395,17,Pericyte & Smooth muscle
cell_03288,-10.09489,-4.61232,17,Pericyte & Smooth muscle
cell_03289,-8.27863,-2.63986,17,Pericyte & Smooth muscle
cell_03290,-7.57992,-2.48135,17,Pericyte & Smooth muscle
cell_03291,-8.74313,-1.74911,17,Pericyte & Smooth muscle
cell_03292,-9.17640,-3.28456,17,Pericyte & Smooth muscle
cell_03293,-8.64718,-2.49246,17,Pericyte & Smooth muscle
cell_03294,-8.59582,-2.82318,17,Pericyte & Smooth muscle
cell_03295,-9.99360,-2.23572,17,Pericyte & Smooth muscle
cell_03296,-9.51192,-0.54521,17,Pericyte & Smooth muscle
cell_03297,-9.49037,-2.75118,17,Pericyte & Smooth muscle
cell_03298,-9.06664,-2.26732,17,Pericyte & Smooth muscle
cell_03299,-8.75379,-2.42661,17,Pericyte & Smooth muscle
cell_03300,-9.41265,-3.51873,17,Pericyte & Smooth muscle
cell_03301,-9.54986,-1.61082,17,Pericyte & Smooth muscle
cell_03302,-9.49190,-0.80196,17,Pericyte & Smooth muscle
cell_03303,-8.46853,-1.80523,17,Pericyte & Smooth muscle
cell_03304,-8.57637,-3.07265,17,Pericyte & Smooth muscle
cell_03305,-9.02320,-1.37206,17,Pericyte & Smooth muscle
cell_03306,-8.90456,-2.68266,17,Pericyte & Smooth muscle
cell_03307,-8.87263,-1.79743,17,Pericyte & Smooth muscle
cell_03308,-8.89205,-1.99402,17,Pericyte & Smooth muscle
cell_03309,-8.54422,-2.46755,17,Pericyte & Smooth muscle
cell_03310,-9.00613,-2.84171,17,Pericyte & Smooth muscle
cell_03311,-9.33451,-1.75455,17,Pericyte & Smooth muscle
cell_03312,-9.27257,-2.29274,17,Pericyte & Smooth muscle
cell_03313,-9.58932,-1.89685,17,Pericyte & Smooth muscle
cell_03314,-8.48805,-2.25857,17,Pericyte & Smooth muscle
cell_03315,-10.00648,-2.09107,17,Pericyte & Smooth muscle
cell_03316,-8.87570,-1.92338,17,Pericyte & Smooth muscle
cell_03317,-9.16184,-1.34779,17,Pericyte & Smooth muscle
cell_03318,-8.55106,-1.91149,17,Pericyte & Smooth muscle
cell_03319,-8.17903,-0.70170,17,Pericyte & Smooth muscle
cell_03320,-10.26576,-2.17474,17,Pericyte & Smooth muscle
cell_03321,-7.04265,-1.29225,17,Pericyte & Smooth muscle
cell_03322,-10.89540,-1.97092,17,Pericyte & Smooth muscle
cell_03323,-7.64424,-3.47743,17,Pericyte & Smooth muscle
cell_03324,-8.30114,-1.74073,17,Pericyte & Smooth muscle
cell_03325,-8.09306,-2.05454,17,Pericyte & Smooth muscle
cell_03326,-10.10423,-2.23007,17,Pericyte & Smooth muscle
cell_03327,-8.45984,-2.62141,17,Pericyte & Smooth muscle
cell_03328,-8.68334,-2.76791,17,Pericyte & Smooth muscle
cell_03329,-9.13199,-2.62025,17,Pericyte & Smooth muscle
cell_03330,-9.12824,-1.56895,17,Pericyte & Smooth muscle
cell_03331,-7.22432,-2.74456,17,Pericyte & Smooth muscle
cell_03332,-10.31193,-2.38342,17,Pericyte & Smooth muscle
cell_03333,-8.74044,-1.79196,17,Pericyte & Smooth muscle
cell_03334,-8.37446,-2.48977,17,Pericyte & Smooth muscle
cell_03335,-10.47307,-1.50371,17,Pericyte & Smooth muscle
cell_03336,-9.17807,-1.24631,17,Pericyte & Smooth muscle
cell_03337,-8.58332,-1.94183,17,Pericyte & Smooth muscle
cell_03338,-7.96890,-2.21274,17,Pericyte & Smooth muscle
cell_03339,-8.79079,-1.69559,17,Pericyte & Smooth muscle
cell_03340,-9.44263,-1.76360,17,Pericyte & Smooth muscle
cell_03341,-8.79591,-1.67964,17,Pericyte & Smooth muscle
cell_03342,-9.61261,-1.90016,17,Pericyte & Smooth muscle
cell_03343,-8.57119,-2.04268,17,Pericyte & Smooth muscle
cell_03344,-10.42122,-3.46645,17,Pericyte & Smooth muscle
cell_03345,-9.03573,-3.09674,17,Pericyte & Smooth muscle
cell_03346,-8.57650,-1.34719,17,Pericyte & Smooth muscle
cell_03347,-9.72211,-2.48143,17,Pericyte & Smooth muscle
cell_03348,-8.56059,-2.64676,17,Pericyte & Smooth muscle
cell_03349,-7.21557,-2.54982,17,Pericyte & Smooth muscle
cell_03350,-9.12235,-1.37666,17,Pericyte & Smooth muscle
cell_03351,-9.01663,-1.62396,17,Pericyte & Smooth muscle
cell_03352,-10.35132,-1.88303,17,Pericyte & Smooth muscle
cell_03353,-8.66993,-3.21767,17,Pericyte & Smooth muscle
cell_03354,-8.45584,-2.70418,17,Pericyte & Smooth muscle
cell_03355,-10.11217,-2.54776,17,Pericyte & Smooth muscle
cell_03356,-9.05196,-2.79811,17,Pericyte & Smooth muscle
cell_03357,-9.57525,-2.40289,17,Pericyte & Smooth muscle
cell_03358,-8.72577,-2.26976,17,Pericyte & Smooth muscle
cell_03359,-9.08403,-1.49070,17,Pericyte & Smooth muscle
cell_03360,-8.93348,-2.22020,17,Pericyte & Smooth muscle
cell_03361,-8.44785,-2.15838,17,Pericyte & Smooth muscle
cell_03362,-8.16693,-2.26593,17,Pericyte & Smooth muscle
cell_03363,-8.07649,-1.61988,17,Pericyte & Smooth muscle
cell_03364,-7.81713,-3.60537,17,Pericyte & Smooth muscle
cell_03365,-8.13008,-1.81421,17,Pericyte & Smooth muscle
cell_03366,-9.61038,-2.05539,17,Pericyte & Smooth muscle
cell_03367,-9.07531,-2.07626,17,Pericyte & Smooth muscle
cell_03368,-8.11735,-2.29840,17,Pericyte & Smooth muscle
cell_03369,-10.20186,-2.17709,17,Pericyte & Smooth muscle
cell_03370,-9.22698,-2.26260,17,Pericyte & Smooth muscle
cell_03371,-8.85057,-1.71312,17,Pericyte & Smooth muscle
cell_03372,-8.70622,-2.40886,17,Pericyte & Smooth muscle
cell_03373,-10.08238,-2.46419,17,Pericyte & Smooth muscle
cell_03374,-8.69107,-2.54876,17,Pericyte & Smooth muscle
cell_03375,-9.38962,-2.94211,17,Pericyte & Smooth muscle
cell_03376,-10.43476,-1.85443,17,Pericyte & Smooth muscle
cell_03377,-9.39942,-2.67999,17,Pericyte & Smooth muscle
cell_03378,-8.57586,-0.93698,17,Pericyte & Smooth muscle
cell_03379,-9.14090,-2.40145,17,Pericyte & Smooth muscle
cell_03380,-10.72434,-3.17011,17,Pericyte & Smooth muscle
cell_03381,-8.39489,-2.76290,17,Pericyte & Smooth muscle
cell_03382,-9.42125,-2.35989,17,Pericyte & Smooth muscle
cell_03383,-9.26635,-2.93204,17,Pericyte & Smooth muscle
cell_03384,-8.93582,-1.56892,17,Pericyte & Smooth muscle
cell_03385,-9.13733,-2.80120,17,Pericyte & Smooth muscle
cell_03386,-7.32418,-1.64280,17,Pericyte & Smooth muscle
cell_03387,-10.43102,-2.59492,17,Pericyte & Smooth muscle
cell_03388,-10.45559,-1.53520,17,Pericyte & Smooth muscle
cell_03389,-8.82616,-2.71310,17,Pericyte & Smooth muscle
cell_03390,-7.78796,-1.18989,17,Pericyte & Smooth muscle
cell_03391,-9.22314,-1.77190,17,Pericyte & Smooth muscle
cell_03392,-10.11322,-2.89801,17,Pericyte & Smooth muscle
cell_03393,-8.82878,-2.24164,17,Pericyte & Smooth muscle
cell_03394,-7.42169,-1.82202,17,Pericyte & Smooth muscle
cell_03395,-9.60618,-2.80689,17,Pericyte & Smooth muscle
cell_03396,-9.09389,-1.95215,17,Pericyte & Smooth muscle
cell_03397,-9.33500,-1.99360,17,Pericyte & Smooth muscle
cell_03398,-8.09320,-2.12026,17,Pericyte & Smooth muscle
cell_03399,-8.59663,-1.77289,17,Pericyte & Smooth muscle
cell_03400,-9.20674,-1.55182,17,Pericyte & Smooth muscle
cell_03401,-8.88972,-0.99833,17,Pericyte & Smooth muscle
cell_03402,-8.72254,-1.51857,17,Pericyte & Smooth muscle
cell_03403,-7.79708,-1.08183,17,Pericyte & Smooth muscle
cell_03404,-8.04145,-2.33617,17,Pericyte & Smooth muscle
cell_03405,-7.98544,-2.88951,17,Pericyte & Smooth muscle
cell_03406,-9.52086,-3.13189,17,Pericyte & Smooth muscle
cell_03407,-10.52664,-2.37597,17,Pericyte & Smooth muscle
cell_03408,-9.62686,-1.21014,17,Pericyte & Smooth muscle
cell_03409,-8.14346,-1.90641,17,Pericyte & Smooth muscle
cell_03410,-8.71720,-2.25320,17,Pericyte & Smooth muscle
cell_03411,-9.99786,-2.17434,17,Pericyte & Smooth muscle
cell_03412,-9.19445,-2.17169,17,Pericyte & Smooth muscle
cell_03413,-7.91040,-3.10644,17,Pericyte & Smooth muscle
cell_03414,-9.67130,-2.02335,17,Pericyte & Smooth muscle
cell_03415,-8.75625,-0.63689,17,Pericyte & Smooth muscle
cell_03416,-8.81103,-1.03859,17,Pericyte & Smooth muscle
cell_03417,-9.57532,-2.73435,17,Pericyte & Smooth muscle
